site,edition,classification,t,n,m,grade,location,stage,note,source_block_id,source_pdf_page,printed_page,section_heading,extraction_status
Corpus Uteri - Sarcoma,AJCC8,any,T1b,N0,M0,Any,Any,IB,extracted_candidate_v2_1 from B00826; cancer committee review pending,B00826,180,683,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Corpus Uteri - Sarcoma,AJCC8,any,T2,N0,M0,Any,Any,II,extracted_candidate_v2_1 from B00826; cancer committee review pending,B00826,180,683,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Corpus Uteri - Sarcoma,AJCC8,any,T3a,N0,M0,Any,Any,IIIA,extracted_candidate_v2_1 from B00826; cancer committee review pending,B00826,180,683,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Corpus Uteri - Sarcoma,AJCC8,any,T3b,N0,M0,Any,Any,IIIB,extracted_candidate_v2_1 from B00826; cancer committee review pending,B00826,180,683,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Corpus Uteri - Sarcoma,AJCC8,any,T4,Any,M0,Any,Any,IVA,extracted_candidate_v2_1 from B00826; cancer committee review pending,B00826,180,683,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Corpus Uteri - Sarcoma,AJCC8,any,Any,Any,M1,Any,Any,IVB,extracted_candidate_v2_1 from B00826; cancer committee review pending,B00826,180,683,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T1a,N0,M0,Any,Any,IA,extracted_candidate_v2_1 from B00836; cancer committee review pending,B00836,184,696,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T1b,N0,M0,Any,Any,IB,extracted_candidate_v2_1 from B00836; cancer committee review pending,B00836,184,696,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T1c,N0,M0,Any,Any,IC,extracted_candidate_v2_1 from B00836; cancer committee review pending,B00836,184,696,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T2,N0,M0,Any,Any,II,extracted_candidate_v2_1 from B00836; cancer committee review pending,B00836,184,696,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T2a,N0,M0,Any,Any,IIA,extracted_candidate_v2_1 from B00836; cancer committee review pending,B00836,184,696,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T2b,N0,M0,Any,Any,IIB,extracted_candidate_v2_1 from B00836; cancer committee review pending,B00836,184,696,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,Any,Any,M1,Any,Any,IV,extracted_candidate_v2_1 from B00836; cancer committee review pending,B00836,184,696,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,Any,Any,M1a,Any,Any,IVA,extracted_candidate_v2_1 from B00836; cancer committee review pending,B00836,184,696,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,Any,Any,M1b,Any,Any,IVB,extracted_candidate_v2_1 from B00836; cancer committee review pending,B00836,184,696,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Penis,AJCC8,any,T1b,N0,M0,Any,Any,IIA,extracted_candidate_v2_1 from B00841; cancer committee review pending,B00841,187,715,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Penis,AJCC8,any,T2,N0,M0,Any,Any,IIA,extracted_candidate_v2_1 from B00841; cancer committee review pending,B00841,187,715,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Penis,AJCC8,any,T3,N0,M0,Any,Any,IIB,extracted_candidate_v2_1 from B00841; cancer committee review pending,B00841,187,715,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Penis,AJCC8,any,T4,Any,M0,Any,Any,IV,extracted_candidate_v2_1 from B00841; cancer committee review pending,B00841,187,715,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Penis,AJCC8,any,Any,N3,M0,Any,Any,IV,extracted_candidate_v2_1 from B00841; cancer committee review pending,B00841,187,715,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Penis,AJCC8,any,Any,Any,M1,Any,Any,IV,extracted_candidate_v2_1 from B00841; cancer committee review pending,B00841,187,715,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Kidney,AJCC8,any,T1,N1,M0,Any,Any,III,extracted_candidate_v2_1 from B00864; cancer committee review pending,B00864,196,752,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Kidney,AJCC8,any,T2,N0,M0,Any,Any,II,extracted_candidate_v2_1 from B00864; cancer committee review pending,B00864,196,752,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Kidney,AJCC8,any,T2,N1,M0,Any,Any,III,extracted_candidate_v2_1 from B00864; cancer committee review pending,B00864,196,752,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Kidney,AJCC8,any,T3,N1,M0,Any,Any,III,extracted_candidate_v2_1 from B00864; cancer committee review pending,B00864,196,752,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Kidney,AJCC8,any,T4,Any,M0,Any,Any,IV,extracted_candidate_v2_1 from B00864; cancer committee review pending,B00864,196,752,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Kidney,AJCC8,any,Any,Any,M1,Any,Any,IV,extracted_candidate_v2_1 from B00864; cancer committee review pending,B00864,196,752,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Renal Pelvis and Ureter,AJCC8,any,T2,N0,M0,Any,Any,II,extracted_candidate_v2_1 from B00871; cancer committee review pending,B00871,199,762,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Renal Pelvis and Ureter,AJCC8,any,T3,N0,M0,Any,Any,III,extracted_candidate_v2_1 from B00871; cancer committee review pending,B00871,199,762,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Renal Pelvis and Ureter,AJCC8,any,Any,N1,M0,Any,Any,IV,extracted_candidate_v2_1 from B00871; cancer committee review pending,B00871,199,762,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Renal Pelvis and Ureter,AJCC8,any,Any,N2,M0,Any,Any,IV,extracted_candidate_v2_1 from B00871; cancer committee review pending,B00871,199,762,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Renal Pelvis and Ureter,AJCC8,any,Any,Any,M1,Any,Any,IV,extracted_candidate_v2_1 from B00871; cancer committee review pending,B00871,199,762,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Urinary Bladder,AJCC8,any,T2a,N0,M0,Any,Any,II,extracted_candidate_v2_1 from B00877; cancer committee review pending,B00877,202,772,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Urinary Bladder,AJCC8,any,T2b,N0,M0,Any,Any,II,extracted_candidate_v2_1 from B00877; cancer committee review pending,B00877,202,772,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Urinary Bladder,AJCC8,any,"T3a, T3b, T4a",N0,M0,Any,Any,IIIA,extracted_candidate_v2_1 from B00877; cancer committee review pending,B00877,202,772,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Urinary Bladder,AJCC8,any,T4b,Any,M0,Any,Any,IVA,extracted_candidate_v2_1 from B00877; cancer committee review pending,B00877,202,772,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Urinary Bladder,AJCC8,any,Any,Any,M1a,Any,Any,IVA,extracted_candidate_v2_1 from B00877; cancer committee review pending,B00877,202,772,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Urinary Bladder,AJCC8,any,Any,Any,M1b,Any,Any,IVB,extracted_candidate_v2_1 from B00877; cancer committee review pending,B00877,202,772,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Eyelid Carcinoma,AJCC8,any,Tis,N0,M0,Any,Any,0,extracted_candidate_v2_1 from B00890; cancer committee review pending,B00890,207,791,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Eyelid Carcinoma,AJCC8,any,T1,N0,M0,Any,Any,IA,extracted_candidate_v2_1 from B00890; cancer committee review pending,B00890,207,791,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Eyelid Carcinoma,AJCC8,any,T2a,N0,M0,Any,Any,IB,extracted_candidate_v2_1 from B00890; cancer committee review pending,B00890,207,791,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Eyelid Carcinoma,AJCC8,any,"T2b-c, T3",N0,M0,Any,Any,IIA,extracted_candidate_v2_1 from B00890; cancer committee review pending,B00890,207,791,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Eyelid Carcinoma,AJCC8,any,T4,N0,M0,Any,Any,IIB,extracted_candidate_v2_1 from B00890; cancer committee review pending,B00890,207,791,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Eyelid Carcinoma,AJCC8,any,Any,N1,M0,Any,Any,IIIA,extracted_candidate_v2_1 from B00890; cancer committee review pending,B00890,207,791,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Eyelid Carcinoma,AJCC8,any,Any,N2,M0,Any,Any,IIIB,extracted_candidate_v2_1 from B00890; cancer committee review pending,B00890,207,791,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Eyelid Carcinoma,AJCC8,any,Any,Any,M1,Any,Any,IV,extracted_candidate_v2_1 from B00890; cancer committee review pending,B00890,207,791,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Uveal Melanoma,AJCC8,any,T1b-d,N0,M0,Any,Any,IIA,extracted_candidate_v2_1 from B00904; cancer committee review pending,B00904,216,821,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Uveal Melanoma,AJCC8,any,T2a,N0,M0,Any,Any,IIA,extracted_candidate_v2_1 from B00904; cancer committee review pending,B00904,216,821,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Uveal Melanoma,AJCC8,any,T2b,N0,M0,Any,Any,IIB,extracted_candidate_v2_1 from B00904; cancer committee review pending,B00904,216,821,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Uveal Melanoma,AJCC8,any,T3a,N0,M0,Any,Any,IIB,extracted_candidate_v2_1 from B00904; cancer committee review pending,B00904,216,821,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Uveal Melanoma,AJCC8,any,T2c-d,N0,M0,Any,Any,IIIA,extracted_candidate_v2_1 from B00904; cancer committee review pending,B00904,216,821,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Uveal Melanoma,AJCC8,any,T3b-c,N0,M0,Any,Any,IIIA,extracted_candidate_v2_1 from B00904; cancer committee review pending,B00904,216,821,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Uveal Melanoma,AJCC8,any,T4a,N0,M0,Any,Any,IIIA,extracted_candidate_v2_1 from B00904; cancer committee review pending,B00904,216,821,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Uveal Melanoma,AJCC8,any,T3d,N0,M0,Any,Any,IIIB,extracted_candidate_v2_1 from B00904; cancer committee review pending,B00904,216,821,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Uveal Melanoma,AJCC8,any,T4b-c,N0,M0,Any,Any,IIIB,extracted_candidate_v2_1 from B00904; cancer committee review pending,B00904,216,821,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Uveal Melanoma,AJCC8,any,Any,N1,M0,Any,Any,IV,extracted_candidate_v2_1 from B00904; cancer committee review pending,B00904,216,821,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,Any,Any,M1,Any,Any,II,extracted_candidate_v2_1 from B00938; cancer committee review pending,B00938,235,892,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T1,N1,M0,Any,Any,II,extracted_candidate_v2_1 from B00938; cancer committee review pending,B00938,235,892,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T2,N1,M0,Any,Any,II,extracted_candidate_v2_1 from B00938; cancer committee review pending,B00938,235,892,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T3a/T3b,Any,M0,Any,Any,II,extracted_candidate_v2_1 from B00938; cancer committee review pending,B00938,235,892,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T4a,Any,M0,Any,Any,III,extracted_candidate_v2_1 from B00938; cancer committee review pending,B00938,235,892,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T4b,Any,M0,Any,Any,IVA,extracted_candidate_v2_1 from B00938; cancer committee review pending,B00938,235,892,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,Any,Any,M1,Any,Any,IVB,extracted_candidate_v2_1 from B00938; cancer committee review pending,B00938,235,892,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T3b,Any,M0,Any,Any,IVB,extracted_candidate_v2_1 from B00938; cancer committee review pending,B00938,235,892,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T4,Any,M0,Any,Any,IVB,extracted_candidate_v2_1 from B00938; cancer committee review pending,B00938,235,892,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,Any,Any,M1,Any,Any,IVC,extracted_candidate_v2_1 from B00938; cancer committee review pending,B00938,235,892,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Medullary,AJCC8,any,T2,N0,M0,Any,Any,II,extracted_candidate_v2_1 from B00945; cancer committee review pending,B00945,239,905,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Medullary,AJCC8,any,T3,N0,M0,Any,Any,II,extracted_candidate_v2_1 from B00945; cancer committee review pending,B00945,239,905,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Medullary,AJCC8,any,T4a,Any,M0,Any,Any,IVA,extracted_candidate_v2_1 from B00945; cancer committee review pending,B00945,239,905,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Medullary,AJCC8,any,T4b,Any,M0,Any,Any,IVB,extracted_candidate_v2_1 from B00945; cancer committee review pending,B00945,239,905,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
Thyroid - Medullary,AJCC8,any,Any,Any,M1,Any,Any,IVC,extracted_candidate_v2_1 from B00945; cancer committee review pending,B00945,239,905,AJCC PROGNOSTIC STAGE GROUPS,simple_tnm_stage_table_candidate
